source,year,cu,outlet,plant,items,ytd_june_,fc_7+5,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,budget,target,vs_fc_7+5,vs_fc_7+5_1,comments
2024_698_242_7521_20231004,2024,698,242,7521,Compensation (E01-299),-115476.109,-189182.473,-25342.435,-26243.616,-20310.898,-14322.987,-16795.213,-14292.66,-17971.845,-14030.644,-21652.095,-14448.245,-16699.555,-14536.735,-216646.928,,-27464.455000000016,0.14517441581387946,other compensations(Employee benefit coupon) increased due to the Variable HC 4 increase
2024_698_242_7521_20231004,2024,698,242,7521,Maintenance (E01-320),-1600.0,-1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1600.0,-1,
2024_698_242_7521_20231004,2024,698,242,7521,Product Validation / Requalification after G60,-6065.319,0.0,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-2237.48,-26849.76,,-26849.76,0,Knock sensors RV test for HKMC
2024_698_242_7521_20231004,2024,698,242,7521,Related project expenses (RPE),-26635.04,-26635.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,26635.04,-1,
2024_698_242_7521_20231004,2024,698,242,7521,Others (remaining),-65250.929,-72598.529,-9259.567,-9673.799,-9775.51,-9456.321,-9672.988,-9511.916,-9886.784,-9542.726,-9704.612,-9678.668,-9332.726,-9715.162,-115210.779,,-42612.25,0.5869574850476653,"Timing issue, burden material increase"
2024_698_242_7521_20231004,2024,698,242,7521,Plant Originated PMME,-531505.307,-932423.4789999999,-93600.196,-94984.45,-89189.95199999999,-78472.98599999999,-84142.49799999999,-82727.192,-101883.863,-94408.11399999999,-94795.11099999999,-87309.387,-88220.30699999999,-89351.071,-1079085.127,-913500.0,-146661.64800000016,0.1572908139950433,
2024_698_242_7521_20231004,2024,698,242,7521,NSHS Allocations in PE MGK & PE FGK,-168040.886,-441112.712,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-35657.87,-427894.44,,13218.271999999997,-0.029965747167132184,FC7+5
2024_698_242_7521_20231004,2024,698,242,7521,NSHS Services in PE MGK & PE FGK,-54448.459,-137798.953,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-10756.484,-129077.808,,8721.145000000004,-0.06328890612107918,FC7+5
2024_698_242_7521_20231004,2024,698,242,7521,"Shared equipment ""K662x"" accounts",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,no line share cost
2024_698_242_7521_20231004,2024,698,242,7521,PMME Depreciation intangible development assets,0.0,0.0,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-55733.333,-668799.996,,-668799.996,0,Intangible asset(goodwill) trasferred from Sejong MES(219-7521)
2024_698_242_7521_20231004,2024,698,242,7521,PMME Depreciation w/o intangible,-65409.283,-124876.879,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-9572.737,-114872.844,,10004.035000000003,-0.08011118695559327,
2024_698_242_7521_20231004,2024,698,242,7521,PMME Others,-287898.628,-703788.544,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-1340645.088,0.0,-636856.544,0.9048975710522507,
2024_698_242_7521_20231004,2024,698,242,7521,Delta RACE vs. RACE CTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2024_698_242_7521_20231004,2024,698,242,7521,PMME Total,-819403.935,-1636212.023,-205320.62,-206704.874,-200910.37600000002,-190193.41,-195862.92199999996,-194447.616,-213604.28699999998,-206128.538,-206515.535,-199029.811,-199940.73100000003,-201071.49500000002,-2419730.215,-913500.0,-783518.1919999998,0.47886104061466117,
2024_698_242_7521_20231004,2024,698,242,7521,Period expenses ICO,-138065.486,-298813.856,-15948.455,-15948.455,-15533.786,-15948.455,-16363.124,-15119.116,-16363.124,-15947.686,-14288.226,-16361.572,-15946.903,-13873.555,-187642.457,,111171.39900000003,-0.37204231586904735,
2024_698_242_7521_20231004,2024,698,242,7521,Compensation,-4630.868,-7146.0,-1071.94,-1389.745,-895.352,-396.359,-602.378,-393.832,-476.61,-340.023,-732.437,-374.823,-562.432,-382.197,-7618.128,,-472.1279999999997,0.06606884970612925,
2024_698_242_7521_20231004,2024,698,242,7521,Assessment from Central Functions,-52064.239,-99365.264,-8491.189,-7295.803,-7295.401,-6844.294,-7233.321,-7035.997,-8971.854,-7635.98,-7429.462,-7106.141,-7225.54,-7290.933,-89855.91500000001,,9509.348999999987,-0.09570093830777715,Sales decrease impact 
2024_698_242_7521_20231004,2024,698,242,7521,NSHS Services in PE VK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7521_20231004,2024,698,242,7521,NSHS Allocations in PE VK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7521_20231004,2024,698,242,7521,Others (remaining),-6980.058999999994,-9679.597000000009,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-520.3756666666668,-6244.508000000002,,3435.089000000007,-0.35487934053452885,
2024_698_242_7521_20231004,2024,698,242,7521,PE distribution,-63675.166,-116190.861,-10083.504666666668,-9205.923666666666,-8711.128666666667,-7761.028666666667,-8356.074666666667,-7950.204666666667,-9968.839666666667,-8496.378666666667,-8682.274666666668,-8001.339666666667,-8308.347666666667,-8193.505666666668,-103718.551,0.0,12472.309999999998,-0.10734329613066551,
2024_698_242_7521_20231004,2024,698,242,7521,Sales & distribution expenses w/o PE distribution,-96236.019,-202724.877,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-20579.529,-246954.34799999997,,-44229.47099999996,0.21817485675425985,
2024_698_242_7521_20231004,2024,698,242,7521,"R, D & E  expenses",-604405.444,-1345555.092,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-151133.149,-1813597.788,,-468042.696,0.3478435768128325,
2024_698_242_7521_20231004,2024,698,242,7521,"Finance, general & administration expenses",-179176.004,-365776.374,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-39390.931333333334,-472691.176,,-106914.80199999997,0.29229553792886565,
2024_698_242_7521_20231004,2024,698,242,7521,Total Period Expenses,-1900962.0540000002,-3965273.0829999996,-442456.18899999995,-442962.862,-436258.89999999997,-425006.50299999997,-431685.73,-428620.54600000003,-451039.86,-441676.212,-440589.64499999996,-434496.332,-435299.591,-434242.165,-5244334.534999999,-913500.0,-1279061.4519999996,0.32256579187032997,
2024_698_242_7521_20231004,2024,698,242,7521,Plant Orignated PMME,-531505.307,-932423.4789999999,-93600.196,-94984.45,-89189.95199999999,-78472.98599999999,-84142.49799999999,-82727.192,-101883.863,-94408.11399999999,-94795.11099999999,-87309.387,-88220.30699999999,-89351.071,-1079085.127,-913500.0,-146661.64800000016,0.1572908139950433,
2024_698_242_7521_20231004,2024,698,242,7521,% of Total Sales,-0.05233319510825473,-0.043957835286340084,-0.05380467191058164,-0.054599992762189714,-0.05259554231751953,-0.04510869376647877,-0.04717684162958636,-0.04970324425666908,-0.05666180302556583,-0.05384117302688098,-0.06017898376270647,-0.04855868277676618,-0.05031309567372666,-0.05837483123775613,-0.05245526885780986,0.0,0.22907295879102985,,
2024_698_242_7521_20231004,2024,698,242,7521,"PMME others (Depr, NPF, SHS)",-287898.628,-703788.544,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-111720.424,-1340645.088,0.0,-636856.544,0.9048975710522507,
2024_698_242_7521_20231004,2024,698,242,7521,% of Total Sales,-0.028347139477429242,-0.033179152595711414,-0.0642208138007646,-0.06422034703352776,-0.06588181915630165,-0.06422034703352776,-0.06263917610145397,-0.06712263994806732,-0.06213231882089804,-0.06371442479213713,-0.07092371653912281,-0.062135319180534554,-0.06371549332084402,-0.07298917431902478,-0.06516992661130631,0.0,0.9947154886702864,,
2024_698_242_7521_20231004,2024,698,242,7521,PMME Total,-819403.935,-1636212.023,-205320.62,-206704.874,-200910.376,-190193.40999999997,-195862.922,-194447.61599999998,-213604.287,-206128.538,-206515.53499999997,-199029.811,-199940.73099999997,-201071.495,-2419730.215,-913500.0,-783518.1920000002,0.47886104061466117,
2024_698_242_7521_20231004,2024,698,242,7521,% of Total Sales,-0.08068033458568397,-0.0771369878820515,-0.11802548571134625,-0.11882033979571749,-0.11847736147382117,-0.10932904080000652,-0.10981601773104034,-0.11682588420473639,-0.11879412184646387,-0.11755559781901812,-0.13110270030182927,-0.11069400195730073,-0.11402858899457068,-0.1313640055567809,-0.11762519546911616,0.0,1.2237884474613163,,
2024_698_242_7521_20231004,2024,698,242,7521,CF assessments,-358030.106,-714857.8979999999,-62786.682,-61510.842,-61657.717,-57010.733,-60338.66,-61160.244000000006,-77661.304,-73623.21699999999,-65816.986,-65483.22900000001,-64568.07,-67490.27100000001,-779107.9550000001,-913500.0,-64250.05700000009,0.08987808231503958,
2024_698_242_7521_20231004,2024,698,242,7521,% of Total Sales,-0.035252440841436646,-0.03370100221749489,-0.03609198452281043,-0.03535833000029157,-0.03635971307255713,-0.032771528488790856,-0.033830555006359064,-0.0367456270766386,-0.043190642564824896,-0.04198749659687732,-0.04178273847692715,-0.036419673227225106,-0.03682394217215636,-0.044092735942867736,-0.037873116982348534,0.0,0.10035309748791534,,
2024_698_242_7521_20231004,2024,698,242,7521,Check vs Race entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024_698_242_7721_20231004,2024,698,242,7721,Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13229675.677,12811501.942,11695056.969,10024334.545,11695056.969,11695056.969,15640092.21,86790775.281,0.0,86790775.281,0,
2024_698_242_7721_20231004,2024,698,242,7721,Assessment from Central Functions (520),-441349.958,-827755.162,-247489.37,-248768.835,-250638.908,-228637.725,-242224.425,-247370.99,-318761.415,-300393.987,-270760.219,-268246.707,-264467.735,-273679.534,-3161439.85,,-2333684.688,2.819293427734613,"CF Assessment Incr. CM sales shrinking makes higher allocation portion, FM cost increase(include depreciation) Plant extension and autostore, Global IT cost increase 15% than FC 7+5"
2024_698_242_7721_20231004,2024,698,242,7721,Assessment from FF (520),-12068.766,-33597.032,-44837.946,-48741.756,-45614.709,-42981.226,-42466.955,-45126.729,-56694.131,-47845.401,-48421.426,-47569.48,-46081.351,-46311.523,-562692.633,,-529095.601,15.748283985323468,
2024_698_242_7721_20231004,2024,698,242,7721,Compensation (E01-299),-40023.433,-150253.819,-85619.4,-96832.26,-70629.423,-44182.813,-55101.822,-44048.871,-69570.446,-56616.835,-83045.597,-58461.241,-68404.529,-58852.07,-791365.307,,-641111.488,4.266856524957945,5 HC
2024_698_242_7721_20231004,2024,698,242,7721,Maintenance (E01-320),0.0,-15000.0,-153.563,-40153.563,-5153.563,-5153.563,-5153.563,-307.125,-307.125,-5307.125,-10460.688,-460.688,-460.688,-460.688,-73531.942,,-58531.941999999995,3.9021294666666666,
2024_698_242_7721_20231004,2024,698,242,7721,Product Validation / Requalification after G60,0.0,-332250.0,-244570.211,-244570.211,-244570.211,-244570.211,-244570.211,-244570.211,-244570.211,-244570.211,-244570.212,0.0,0.0,0.0,-2201131.9,-2201131.9,-1868881.9,5.624926711813393,Div E Target
2024_698_242_7721_20231004,2024,698,242,7721,Related project expenses (RPE),0.0,-691080.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-95700.0,-1148400.0,-1148400.0,-457320.0,0.6617468310470567,Div E Target
2024_698_242_7721_20231004,2024,698,242,7721,Others (remaining),-24670.54,-182252.148,-40237.375,-83539.379,-53217.937,-57663.673,-83670.051,-83863.454,-102031.139,-201214.184,-98121.866,-103087.156,-94507.445,-84589.619,-1085743.278,-3188231.0,-903491.1299999999,4.957368897512254,"Supplies -295K EUR(-427M), Outside service -161K(-223M) considering line setup and test, Taxes & Insurance, and Canteen -169K(-245M), and Etc."
2024_698_242_7721_20231004,2024,698,242,7721,Plant Originated PMME,-518112.697,-2232188.161,-758607.865,-858306.004,-765524.751,-718889.211,-768887.027,-760987.38,-887634.467,-951647.7430000001,-851080.008,-573525.272,-569621.748,-559593.434,-9024304.91,-6537762.9,-6792116.749,3.042806546360856,
2024_698_242_7721_20231004,2024,698,242,7721,NSHS Allocations in PE MGK & PE FGK,-38536.19,0.004,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-238666.343,-2863996.116,,-2863996.12,-715999030,Budget 2024 Shared Service
2024_698_242_7721_20231004,2024,698,242,7721,NSHS Services in PE MGK & PE FGK,-16790.208,0.0,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-107049.229,-1284590.748,,-1284590.748,0,Budget 2024 Shared Service
2024_698_242_7721_20231004,2024,698,242,7721,"Shared equipment ""K662x"" accounts",0.0,0.0,-101329.373,-101329.373,-101329.374,-101329.373,-101329.373,-1117315.795,-1085201.716,-999463.187,-871158.357,-999463.187,-999463.187,-1302426.188,-7881138.483,,-7881138.483,0,"PE ICO from TIA MTC -4,597K EUR, Depreciation -463K, Line sharing EPF4 production -336K, RPE -40K"
2024_698_242_7721_20231004,2024,698,242,7721,PMME Depreciation intangible development assets,0.0,0.0,-467069.972,-467069.972,-467069.972,-467069.972,-467069.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2335349.86,,-2335349.86,0,R&D Capitalization
2024_698_242_7721_20231004,2024,698,242,7721,PMME Depreciation w/o intangible,0.0,-1364519.58,-412827.88,-499168.841,-502189.674,-507612.07,-507612.07,-507612.07,-507612.07,-507612.07,-519070.403,-531570.403,-607269.466,-607269.466,-6217426.483,,-4852906.903,3.5564948822500586,
2024_698_242_7721_20231004,2024,698,242,7721,PMME Others,-55326.398,-1364519.5760000001,-1326942.797,-1413283.758,-1416304.5920000002,-1421726.987,-1421726.987,-1970643.437,-1938529.358,-1852790.8290000001,-1735944.332,-1876749.162,-1952448.225,-2255411.226,-20582501.689999998,0.0,-19217982.113999996,14.084064788822053,
2024_698_242_7721_20231004,2024,698,242,7721,Delta RACE vs. RACE CTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
2024_698_242_7721_20231004,2024,698,242,7721,PMME Total,-573439.095,-3596707.7369999997,-2085550.662,-2271589.762,-2181829.3430000003,-2140616.198,-2190614.014,-2731630.8170000003,-2826163.8249999997,-2804438.572,-2587024.34,-2450274.434,-2522069.9729999998,-2815004.6599999997,-29606806.6,-6537762.9,-26010098.863,7.231640924123273,
2024_698_242_7721_20231004,2024,698,242,7721,Period expenses ICO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,
2024_698_242_7721_20231004,2024,698,242,7721,Compensation,,,-3197.919,-3056.868,-2068.082,-1070.096,-1482.134,-1065.042,-1230.598,-957.423,-2518.913,-1027.024,-1402.242,-1041.772,-20118.113,,-20118.113,0,
2024_698_242_7721_20231004,2024,698,242,7721,Assessment from Central Functions,,,-42593.834,-36634.482,-36635.267,-34362.521,-36299.155,-35304.135,-45090.728,-38556.522,-37315.873,-35696.186,-36307.046,-36632.347,-451428.0960000001,,-451428.0960000001,0,
2024_698_242_7721_20231004,2024,698,242,7721,NSHS Services in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,Budget 2024 Shared Service
2024_698_242_7721_20231004,2024,698,242,7721,NSHS Allocations in PE VK,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,Budget 2024 Shared Service
2024_698_242_7721_20231004,2024,698,242,7721,Others (remaining),-1531.297,-3045.673,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-1887.405999999993,-22648.871999999916,,-19603.198999999917,6.436409621124762,
2024_698_242_7721_20231004,2024,698,242,7721,PE distribution,-1531.297,-3045.673,-47679.159,-41578.756,-40590.755,-37320.022999999994,-39668.69499999999,-38256.583,-48208.731999999996,-41401.350999999995,-41722.191999999995,-38610.615999999995,-39596.693999999996,-39561.524999999994,-494195.081,0.0,-491149.408,161.26137244543327,
2024_698_242_7721_20231004,2024,698,242,7721,Sales & distribution expenses w/o PE distribution,0.0,0.0,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-83262.098,-999145.176,,-999145.176,0,
2024_698_242_7721_20231004,2024,698,242,7721,"R, D & E  expenses",-2988023.241,-6260518.772,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-516258.055,-6195096.66,,65422.11199999973,-0.010449950616328807,
2024_698_242_7721_20231004,2024,698,242,7721,"Finance, general & administration expenses",-16113.737,-32347.634,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-174051.04266666668,-2088612.512,,-2056264.878,63.56770569371473,
2024_698_242_7721_20231004,2024,698,242,7721,Total Period Expenses,-3579107.37,-9892619.816,-2906801.0166666666,-3086739.713666667,-2995991.2936666673,-2951507.416666667,-3003853.904666667,-3543458.5956666674,-3647943.752666666,-3619411.1186666666,-3402317.7276666667,-3262456.245666667,-3335237.8626666665,-3628137.3806666667,-39383856.02900001,-6537762.9,-29491236.213000007,2.981135104909404,
2024_698_242_7721_20231004,2024,698,242,7721,Plant Orignated PMME,-518112.697,-2232188.161,-758607.865,-858306.004,-765524.751,-718889.211,-768887.027,-760987.38,-887634.467,-951647.7430000001,-851080.008,-573525.272,-569621.748,-559593.434,-9024304.91,-6537762.9,-6792116.749,3.042806546360856,
2024_698_242_7721_20231004,2024,698,242,7721,% of Total Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.057521242287366776,-0.06928418471296205,-0.08137179199062695,-0.08490139711313875,-0.04903997248754231,-0.048706196943708105,-0.03577942038233034,-0.10397769671698712,0.0,-0.0782585099281503,,
2024_698_242_7721_20231004,2024,698,242,7721,"PMME others (Depr, NPF, SHS)",-55326.398,-1364519.5760000001,-1326942.797,-1413283.758,-1416304.5920000002,-1421726.987,-1421726.987,-1970643.437,-1938529.358,-1852790.8290000001,-1735944.332,-1876749.162,-1952448.225,-2255411.226,-20582501.689999998,0.0,-19217982.113999996,14.084064788822053,
2024_698_242_7721_20231004,2024,698,242,7721,% of Total Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14895629228658983,-0.15131163908619574,-0.15842512216154045,-0.17317302452419298,-0.16047370842012013,-0.16694644841622747,-0.14420702868733276,-0.2371507988419348,0.0,-0.22142885637072013,,
2024_698_242_7721_20231004,2024,698,242,7721,PMME Total,-573439.095,-3596707.7369999997,-2085550.662,-2271589.762,-2181829.3430000003,-2140616.198,-2190614.014,-2731630.817,-2826163.825,-2804438.572,-2587024.34,-2450274.434,-2522069.973,-2815004.6599999997,-29606806.599999998,-6537762.9,-26010098.862999998,7.231640924123271,
2024_698_242_7721_20231004,2024,698,242,7721,% of Total Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2064775345739566,-0.22059582379915782,-0.2397969141521674,-0.25807442163733174,-0.20951368090766243,-0.21565264535993559,-0.1799864490696631,-0.3411284955589219,0.0,-0.29968736629887044,,
2024_698_242_7721_20231004,2024,698,242,7721,CF assessments,-441349.958,-827755.162,-290083.204,-285403.317,-287274.175,-263000.246,-278523.57999999996,-282675.125,-363852.143,-338950.509,-308076.092,-303942.893,-300774.78099999996,-310311.881,-3612867.946,0.0,-2785112.784,3.3646577053904254,
2024_698_242_7721_20231004,2024,698,242,7721,% of Total Sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021366746389061917,-0.028400428353148977,-0.028982373484665664,-0.030732822275336382,-0.025989004910849014,-0.025718111660102332,-0.019840796130446852,-0.0416273265713173,0.0,-0.032089963190013227,,
2024_698_242_7721_20231004,2024,698,242,7721,Check vs Race entry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2024_698_242_7811_20231004,2024,698,242,7811,Sales,125597001.382,280012227.841,25738910.356,23847645.328,25090643.375,25755483.578,25851287.981,23719958.163,27133302.841,24617703.082,21549762.941,24856645.694,25299974.764,26059573.021,299520891.124,0.0,19508663.282999992,0.06967075485745444,
2024_698_242_7811_20231004,2024,698,242,7811,Assessment from Central Functions (520),-3388184.466,-6762379.749,-566040.914,-567258.168,-565433.775,-519210.769,-549194.566,-564108.43,-715597.787,-646913.31,-617351.016,-621694.666,-608332.64,-630604.014,-7171740.055,-9271213.0,-409360.30599999987,0.06053494793168546,"CF assessment increase
- CM sales shrinking makes higher allocation portion
- FM cost increase(include depreciation) Plant extension and autostore
- Global IT cost increase 15% than FC 7+5"
2024_698_242_7811_20231004,2024,698,242,7811,Assessment from FF (520),141503.553,362302.591,62046.129,65803.711,63015.793,57630.056,58680.03,64453.98,77979.965,65690.719,70809.337,64630.598,65640.102,67007.779,783388.199,,421085.608,1.162248403572692,"- in 2023, FFQ moved from Apr.(3 month's impact 83K EUR out of total 170K EUR), PL ENC portion also decreased 8.4%(52.8% to 44.4%)"
2024_698_242_7811_20231004,2024,698,242,7811,Compensation (E01-299),-1339937.483,-2542681.469,-318716.247,-369507.867,-289349.59,-216520.005,-246589.145,-224403.448,-286322.779,-231934.724,-284801.901,-229013.911,-256396.078,-230090.192,-3183645.887,,-640964.4180000001,0.25208207391076876,"- 3 month's compensation of FFQ1(FFQ org. changed from Apr. 2023) : -170K EUR(8 HC) 
- Average 1.5 HC increase in FFQ1(SIM2K 643, E88 and EMR4 project) : -130K EUR 
- Var. HC increase impact in other compensation(production 10 HC, 4.6K EUR per HC) : -46K EUR
- Labor increase(4.13%) : -72K EUR"
2024_698_242_7811_20231004,2024,698,242,7811,Maintenance (E01-320),-8694.239,-12462.715,-184.283,-184.283,-184.283,-2684.283,-184.283,-184.283,-184.283,-22684.283,-184.283,-184.283,-184.283,-184.283,-27211.396,,-14748.681,1.183424398295235,"- To reach the 2023 target, half of the maintenance cost spending postpone to 2024 -10K EUR(around 40K EUR already deducted from bottom up)"
2024_698_242_7811_20231004,2024,698,242,7811,Product Validation / Requalification after G60,-396288.511,-756865.5,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-100799.629,-1209595.548,-803300.0,-452730.04799999995,0.5981644664738979,- Bottom up survey from PM/VT Lab
2024_698_242_7811_20231004,2024,698,242,7811,Related project expenses (RPE),-53734.647,-152794.823,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.666,-8216.674,-98600.0,-98600.0,54194.823000000004,-0.3546901782136951,"- Given target, similar to bottom up"
2024_698_242_7811_20231004,2024,698,242,7811,Others (remaining),-555197.051,-1072644.763,-88827.957,-94474.132,-96022.764,-88583.487,-88960.364,-106886.955,-89008.706,-172995.513,-125799.21,-88468.454,-88991.495,-93985.666,-1223004.703,,-150359.93999999994,0.1401768275821993,"- Insurance cost increase -44K EUR
- Traing/hiring/other cost increase due to the HC increase(14 HC, var+fix) -41K EUR
- bottom up supplies  30K EUR deducted"
2024_698_242_7811_20231004,2024,698,242,7811,Plant Originated PMME,-5600532.844,-10937526.428000001,-1020739.5669999998,-1074637.034,-996990.914,-878384.7829999999,-935264.6229999999,-940145.431,-1122149.885,-1117853.406,-1066343.368,-983747.0109999999,-997280.689,-996872.679,-12130409.39,-10173113.0,-1192882.9619999994,0.10906332157024345,
2024_698_242_7811_20231004,2024,698,242,7811,NSHS Allocations in PE MGK & PE FGK,-3162217.85,-5971159.616,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-497596.635,-5971159.62,,-0.003999999724328518,6.698865906429319e-10,- FC 7+5 figure
2024_698_242_7811_20231004,2024,698,242,7811,NSHS Services in PE MGK & PE FGK,-1377787.185,-2571358.911,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-214279.909,-2571358.908,,0.003000000026077032,-1.1666982935309989e-09,- FC 7+5 figure
2024_698_242_7811_20231004,2024,698,242,7811,"Shared equipment ""K662x"" accounts",89578.014,179156.028,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,3226.298,38715.576,,-140440.452,-0.7839002324833859,"- Lineshare decrease, MTC own line increase, DTC qty decrease and CM transfer out phase"
2024_698_242_7811_20231004,2024,698,242,7811,PMME Depreciation intangible development assets,-1546404.801,-3092809.605,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-150344.911,-1804138.932,,1288670.673,-0.41666666804082175,- Useful lifetime end impact
2024_698_242_7811_20231004,2024,698,242,7811,PMME Depreciation w/o intangible,-1450172.803,-2984699.293,-220985.062,-220985.062,-220985.062,-269756.416,-270964.749,-270964.749,-270964.749,-347784.541,-350050.166,-350050.166,-350050.166,-350050.166,-3493591.054,,-508891.76099999994,0.17050017808946483,"- Mainly due to Theta-III related investment -196K EUR, SIM3K-643 -43K EUR, E88 backend and GMSA -48K EUR"
2024_698_242_7811_20231004,2024,698,242,7811,PMME Others,-7447004.625,-14440871.397,-1079980.219,-1079980.219,-1079980.219,-1128751.573,-1129959.906,-1129959.906,-1129959.906,-1206779.698,-1209045.323,-1209045.323,-1209045.323,-1209045.323,-13801532.938000001,0.0,639338.4589999989,-0.044272844859820415,
2024_698_242_7811_20231004,2024,698,242,7811,Delta RACE vs. RACE CTL,0.0,0.0,-200857.9410000001,-200857.9410000001,-200857.941,-200857.94100000022,-200857.94100000034,-200857.94100000046,-200857.94099999988,-200857.94099999988,-200857.94099999964,-200857.94099999988,-200857.94099999964,-200857.94100000034,-2410295.2919999994,,,,
